Plant,Date,Non- Compliance Group,Species,Type,Compliance Level,Non Compliance,Description,Action
[Plant Name & Number],17/08/2016,On farm welfare,Red Meat: Pigs,Welfare on farm,4,Other,"Today at 09:10 while carrying out ante mortem inspection for the pigs belonging to the above mentioned farm my colleague [Name] identified 19 pigs with different degrees of tail biting, some of them showing open wounds and swollen tails, no additional FCI was presented stating these conditions. At post mortem inspection the referred carcases were identified with severe tail bites in some cases and enlarged lynph nodes. One carcass was totally condemned due to presence of abscess near the spinal cord and troughout the lungs. As no further abscessation was found in other cases the affected areas were rejected. In my professional opinion pigs with evidence of swelling/abscesation in the base of the tail should not be presented for slaughter and only when a previously bitten tail has healed leaving no open wound or swelling it can be sent for slaughter once the withdrawal periods have been observed and accompanied by the relevant food chain information.
Pictures were taken as evidence and some tails are kept secured in the freezer in case required.",APHA-Animal Health Office informed
[Plant Name & Number],18/08/2016,Welfare on transport,Red Meat: Cattle,Condition of the animals at unloading,4,Injured animals,"During AMI it was identified an animal at unloading with extensive lumps through both flanks likely due to haematoma so FBO was instructed
to kill him as soon as possible. At PMI the haematoma was confirmed with extensive
bruising in both sides of the carcass, a final total trimming of 70 Kg was carried out
afterwards. The animal was transported in the lorry within a load of 21 animals and
another load of 8 cattle. There was a note from the farmer on the FCI pointing the
haematoma along with another condition from another beast from the same batch. In
this case and taking into account the severity of the injury in my opinion this animal
should only have been transported under a vet supervision and declaration asessing
its fitness and in any case should have been sent straight to slaughter in a single
compartment with comfortable bedding as the farm is within a short distance from
the abattoir.",TS-Trading Standards informed
[Plant Name & Number],18/08/2016,On farm welfare,Red Meat: Cattle,Welfare on farm,3,Poor animals/ suspect emaciation,"A load of 8 animals arrived at [ID Number] for slaughter at around 11:40. During AMI some of them were identified in very poor condition
scoring 1/5. The majority of them showed dullness with a deep cavity with no fatty
tissue under the skin, the spine was extremely prominent and spinal processes
sharp. As a result one of the animals was ante mortem rejected as unfit for human
consumption due to suspect emaciation. Although at PMI the rest of animals were
stamped as fit for HC, it was evident the low quality of the carcases and the leanness
of its tissues. In my opinion animals should meet the minimum standards when
reared and be sent to slaughter in a suitable condition and the producers should
monitor their cattle herds adjusting their nutritional needs to meet the changing
needs throughout the year.",APHA-Animal Health Office informed
[Plant Name & Number],19/08/2016,On farm welfare,Red Meat: Sheep,Welfare on farm,4,Other,Old fracture in the right hind leg. The animal was holding the right hind leg and walking with difficulty. The most of the time resting on the floor.,APHA-Animal Health Office informed
[Plant Name & Number],22/08/2016,Welfare on transport,Red Meat: Cattle,Condition of the animals at unloading,3,Last stages of pregnancy,Fully developed calf found at PMI,TS-Trading Standards informed
[Plant Name & Number],23/08/2016,Welfare on transport,Red Meat: Cattle,Condition of the animals at unloading,3,Last stages of pregnancy,last 10% of pregnancy,TS-Trading Standards informed
[Plant Name & Number],23/08/2016,Lairage design and maintenance,Poultry: Poultry,Protection from adverse weather conditions/ thermal stress/ injury,3,Inadequate ventilation,fans were not on-heat trapped in baskets with outside temps of 14 C and high humidity;load lairaged at 4.20am,ENF verbal advice
[Plant Name & Number],23/08/2016,Lairage operation,Red Meat: Cattle,Provision of bedding,3,Insufficient bedding,,ENF verbal advice
[Plant Name & Number],23/08/2016,On farm welfare,Red Meat: Cattle,Welfare on farm,3,Overgrown hoof,"4 animals arrived with overgrown hoofs, poor management on farm",APHA-Animal Health Office informed
[Plant Name & Number],25/08/2016,Lairage operation,Red Meat: Cattle,Provision of bedding,3,Insufficient bedding,,ENF written advice
[Plant Name & Number],25/08/2016,On farm welfare,Red Meat: Sheep,Welfare on farm,4,Other,Extensive maggot infestation on wound; animal shot by FBO after unloading,TS-Trading Standards informed
[Plant Name & Number],26/08/2016,Lairage operation,Red Meat: Cattle,Provision of bedding,3,Insufficient bedding,,ENF written advice
[Plant Name & Number],29/08/2016,Lairage operation,Red Meat: Pigs,Provision of water to all livestock,3,Other,water provided overnight but not available in the morning.  The animals (3 pigs in a pen )were sleeping. The OV has woke them up and they didn't look thirsty:  no evidence of animals suffering of any pain or distress detected.,ENF verbal advice
[Plant Name & Number],29/08/2016,On farm welfare,Red Meat: Cattle,Welfare on farm,4,Other,"Lame front legs. Animal was suffering, avoiding bearing weight on front legs.",APHA-Animal Health Office informed
[Plant Name & Number],31/08/2016,Welfare on transport,Red Meat: Cattle,Condition of the animals at unloading,3,Last stages of pregnancy,Fully developed calf at PMI,TS-Trading Standards informed
[Plant Name & Number],31/08/2016,Welfare on transport,Red Meat: Pigs,Condition of the animals at unloading,4,Broken leg,Animal found with the broken leg shoot immediately,TS-Trading Standards informed
[Plant Name & Number],31/08/2016,Stunning / killing,Poultry: Poultry,Standard operating procedures,3,Other,Corrective actions described do not include the monitoring activities that will be carried out in case of failure in order to prevent further incidents.,ENF verbal advice
[Plant Name & Number],02/09/2016,Welfare on transport,Red Meat: Cattle,Condition of the animals at unloading,3,Last stages of pregnancy,beyond 90% of gestation period. fully formed calf.,APHA-Animal Health Office informed
[Plant Name & Number],05/09/2016,Lairage operation,Red Meat: Pigs,Management of lairage,3,Other,abortion of one pig in the lairage,APHA-Animal Health Office informed
[Plant Name & Number],05/09/2016,Post-mortem findings,Red Meat: Cattle,Post-mortem findings,3,Other,"Large calf - close to end of gestation period, 93cm = 285 days",TS-Trading Standards informed
[Plant Name & Number],05/09/2016,On farm welfare,Red Meat: Cattle,Welfare on farm,4,Bruised,One bovine animal identified at post-mortem inspection with a large bruise on the back and on the belly.,APHA-Animal Health Office informed
[Plant Name & Number],06/09/2016,Bleeding,Red Meat: Cattle,Stun to bleeding time,3,Stun to bleed time too long,Stun to bleeding time 93 seconds,ENF verbal advice
[Plant Name & Number],08/09/2016,On farm welfare,Red Meat: Sheep,Welfare on farm,4,Other,"2 sheep arrived to the abattoir with lameness level 5, walking on knuckles, severe arthritis not treated",APHA-Animal Health Office informed
[Plant Name & Number],08/09/2016,On farm welfare,Red Meat: Cattle,Welfare on farm,4,Other,2 cast cows on DIL another severe respiratory condition,TS-Trading Standards informed
[Plant Name & Number],14/09/2016,Welfare on transport,Red Meat: Cattle,Condition of the animals at unloading,3,Last stages of pregnancy,"Crown to rump-approx. 100 cm; calf completely developed (eye browns, teeth and hooves present)",TS-Trading Standards informed
[Plant Name & Number],14/09/2016,Lairage operation,Red Meat: Pigs,Management of lairage,3,Pens overcrowded,"Pens are overcrowded, some pigs are particularly big. Pigs are showing signs of stress and some are panting. Also the weather is warm.",ENF verbal advice
[Plant Name & Number],14/09/2016,On farm welfare,Red Meat: Cattle,Welfare on farm,3,Not Applicable,2 cast cows from [Name] rejected generalised abscesses,TS-Trading Standards informed
[Plant Name & Number],20/09/2016,Welfare on transport,Red Meat: Cattle,Condition of the animals at unloading,3,Last stages of pregnancy,"[ID Number] presented in last stages of pregnancy at PMI. Calf measured 86cm Crown-Rump Length, full hair coat, incisor teeth erupted, golden slippers on feet, eyelashes present.",TS-Trading Standards informed
[Plant Name & Number],20/09/2016,Lairage operation,Red Meat: Cattle,Procedures for protecting animal welfare,3,Other,SOP not updated with parameters and corrective action to be taken,ENF verbal advice
[Plant Name & Number],20/09/2016,On farm welfare,Red Meat: Cattle,Welfare on farm,4,Other,"Two cattle in foot root unable to keep weight in hind limb, both were supplied by same person.",APHA-Animal Health Office informed
[Plant Name & Number],21/09/2016,On farm welfare,Red Meat: Cattle,Welfare on farm,4,Bruised,Animal down in larage with post mortem bruising lesions,TS-Trading Standards informed
[Plant Name & Number],22/09/2016,On farm welfare,Red Meat: Cattle,Welfare on farm,3,Other,Septic foot no FCI,APHA-Animal Health Office informed
[Plant Name & Number],23/09/2016,Welfare on transport,Red Meat: Cattle,Condition of the animals at unloading,3,Last stages of pregnancy,During PMI inspection one bovine animal was found in last 10 % of gestation. Calf measured 90 cm.,TS-Trading Standards informed
[Plant Name & Number],23/09/2016,Welfare on transport,Red Meat: Pigs,Condition of the animals at unloading,4,Injured animals,dead pig because it was caught between pen separator and ceiling on loading,TS-Trading Standards informed
[Plant Name &,23/09/2016,Welfare on transport,Red Meat: Sheep,Condition of the animals at unloading,4,Other,One sheep identified dead at unloading,TS-Trading Standards informed
[Plant Name & Number],23/09/2016,Welfare on transport,Red Meat: Cattle,Condition of the animals at unloading,4,Injured animals,Bull not able to get up on the lorrie back injury suspected,TS-Trading Standards informed
[Plant Name & Number],26/09/2016,Welfare on transport,Red Meat: Cattle,Condition of the animals at unloading,3,Last stages of pregnancy,Fully developed calf at PMI Crown-rump length: 97 cm,TS-Trading Standards informed
[Plant Name & Number],27/09/2016,Captive bolt/concussio n/free bullet,Red Meat: Cattle,Effectiveness,4,Ineffective stun/signs of recovery after stunning,"First animal killed on 27/09/2016 required 5 re-stuns before it was unconscious. Operative at Stun/Sticking point was [Name].
The animal was first stunned in stun box, 5 subsequent stuns were applied while the animal was hanging over blood bath. The animal showed clear signs of consciousness, i.e. rhythmic breathing, eye rolling, kicking of forelegs, attempts to right itself/lifting head indicating that unnecessary suffering was caused. [Name] (slaughterhall manager) and [Name] (Technical manager) informed. Head detained (FSA seal no: [Number]) and photographic evidence taken. Welfare enforcement notice [ID Number] served at 14:00 to [Name]",ENF Welfare Enforcement Notice
[Plant Name & Number],28/09/2016,Welfare on transport,Red Meat: Cattle,Condition of the animals at unloading,3,Last stages of pregnancy,Fully developed calf at PMI. Crown-rump length: 78 cm,TS-Trading Standards informed
[Plant Name & Number],30/09/2016,Welfare on transport,Red Meat: Cattle,Condition of the animals at unloading,3,Last stages of pregnancy,Fully developed calf at PMI. 100 cm from crown to rump.,TS-Trading Standards informed
